do_nms,iou_threshold,score_threshold,filter_too_big,correct,correct_box,incorrect,undetected
True,0.2,0.95,False,0,1,6,459
True,0.2,0.99,True,0,0,0,466
True,0.2,0.99,False,0,0,0,466
True,0.3,0.01,True,49,310,18496,101
True,0.3,0.01,False,51,308,24311,105
True,0.3,0.02,True,39,279,12302,140
True,0.3,0.02,False,39,281,16928,142
True,0.3,0.05,True,28,207,3670,219
True,0.3,0.05,False,26,211,6413,221
True,0.3,0.1,True,9,153,879,287
True,0.3,0.1,False,9,162,2437,277
True,0.3,0.2,True,4,104,181,347
True,0.3,0.2,False,6,118,887,316
True,0.3,0.3,True,3,72,92,382
True,0.3,0.3,False,5,93,460,333
True,0.3,0.4,True,2,56,45,400
True,0.3,0.4,False,4,79,255,342
True,0.3,0.5,True,2,42,23,417
True,0.3,0.5,False,4,65,175,350
True,0.3,0.6,True,1,31,12,430
True,0.3,0.6,False,2,53,123,358
True,0.3,0.7,True,1,23,5,442
True,0.3,0.7,False,2,40,106,365
True,0.3,0.8,True,0,16,1,450
True,0.3,0.8,False,1,30,88,376
True,0.3,0.9,True,0,5,1,461
True,0.3,0.9,False,0,9,42,420
True,0.3,0.95,True,0,1,0,465
True,0.3,0.95,False,0,1,6,459
True,0.3,0.99,True,0,0,0,466
True,0.3,0.99,False,0,0,0,466
True,0.4,0.01,True,58,332,19922,77
True,0.4,0.01,False,59,340,28064,74
True,0.4,0.02,True,42,296,13232,128
True,0.4,0.02,False,42,305,19793,125
True,0.4,0.05,True,28,210,3942,218
True,0.4,0.05,False,27,219,7912,215
True,0.4,0.1,True,9,154,940,287
True,0.4,0.1,False,9,169,3145,272
True,0.4,0.2,True,4,104,189,347
True,0.4,0.2,False,6,121,1133,313
True,0.4,0.3,True,3,72,94,382
True,0.4,0.3,False,5,95,564,332
True,0.4,0.4,True,2,56,46,400
True,0.4,0.4,False,4,79,282,342
True,0.4,0.5,True,2,42,23,417
True,0.4,0.5,False,4,65,183,350
True,0.4,0.6,True,1,31,12,430
True,0.4,0.6,False,2,53,124,358
True,0.4,0.7,True,1,23,5,442
True,0.4,0.7,False,2,40,106,365
True,0.4,0.8,True,0,16,1,450
True,0.4,0.8,False,1,30,88,376
True,0.4,0.9,True,0,5,1,461
True,0.4,0.9,False,0,9,42,420
True,0.4,0.95,True,0,1,0,465
True,0.4,0.95,False,0,1,6,459
True,0.4,0.99,True,0,0,0,466
True,0.4,0.99,False,0,0,0,466
True,0.5,0.01,True,67,364,20985,60
True,0.5,0.01,False,69,383,31597,56
True,0.5,0.02,True,47,318,13922,114
True,0.5,0.02,False,46,337,22664,111
True,0.5,0.05,True,28,221,4137,214
True,0.5,0.05,False,28,237,9587,209
True,0.5,0.1,True,9,161,993,284
True,0.5,0.1,False,9,178,4033,269
True,0.5,0.2,True,4,104,199,347
True,0.5,0.2,False,6,121,1452,313
True,0.5,0.3,True,3,72,95,382
True,0.5,0.3,False,5,95,685,332
True,0.5,0.4,True,2,56,46,400
True,0.5,0.4,False,4,79,321,342
True,0.5,0.5,True,2,42,23,417
True,0.5,0.5,False,4,65,197,350
True,0.5,0.6,True,1,31,12,430
True,0.5,0.6,False,2,53,129,358
True,0.5,0.7,True,1,23,5,442
True,0.5,0.7,False,2,40,106,365
True,0.5,0.8,True,0,16,1,450
True,0.5,0.8,False,1,30,88,376
True,0.5,0.9,True,0,5,1,461
True,0.5,0.9,False,0,9,42,420
True,0.5,0.95,True,0,1,0,465
True,0.5,0.95,False,0,1,6,459
True,0.5,0.99,True,0,0,0,466
True,0.5,0.99,False,0,0,0,466
True,0.6,0.01,True,81,438,21802,48
True,0.6,0.01,False,88,472,34942,45
True,0.6,0.02,True,54,371,14487,109
True,0.6,0.02,False,59,405,25544,106
True,0.6,0.05,True,31,254,4319,213
True,0.6,0.05,False,37,286,11421,207
True,0.6,0.1,True,11,180,1038,284
True,0.6,0.1,False,17,210,5085,268
True,0.6,0.2,True,4,113,204,347
True,0.6,0.2,False,9,141,1854,313
True,0.6,0.3,True,3,75,96,382
True,0.6,0.3,False,7,105,836,332
True,0.6,0.4,True,2,57,46,400
True,0.6,0.4,False,4,83,368,342
True,0.6,0.5,True,2,43,23,417
True,0.6,0.5,False,4,68,211,350
True,0.6,0.6,True,1,31,12,430
True,0.6,0.6,False,2,54,131,358
True,0.6,0.7,True,1,23,5,442
True,0.6,0.7,False,2,41,107,365
True,0.6,0.8,True,0,16,1,450
True,0.6,0.8,False,1,30,89,376
True,0.6,0.9,True,0,5,1,461
True,0.6,0.9,False,0,9,42,420
True,0.6,0.95,True,0,1,0,465
True,0.6,0.95,False,0,1,6,459
True,0.6,0.99,True,0,0,0,466
True,0.6,0.99,False,0,0,0,466
True,0.7,0.01,True,103,504,22523,45
True,0.7,0.01,False,113,544,38178,42
True,0.7,0.02,True,68,429,15028,108
True,0.7,0.02,False,77,468,28434,105
True,0.7,0.05,True,41,291,4517,211
True,0.7,0.05,False,49,329,13485,205
True,0.7,0.1,True,18,200,1099,284
True,0.7,0.1,False,26,232,6301,268
True,0.7,0.2,True,9,117,217,346
True,0.7,0.2,False,16,148,2308,312
True,0.7,0.3,True,6,74,97,382
True,0.7,0.3,False,12,105,990,332
True,0.7,0.4,True,4,57,47,400
True,0.7,0.4,False,7,84,434,342
True,0.7,0.5,True,3,43,23,417
True,0.7,0.5,False,5,68,232,350
True,0.7,0.6,True,2,31,12,430
True,0.7,0.6,False,3,54,138,358
True,0.7,0.7,True,1,23,5,442
True,0.7,0.7,False,2,41,110,365
True,0.7,0.8,True,0,16,1,450
True,0.7,0.8,False,1,30,89,376
True,0.7,0.9,True,0,5,1,461
True,0.7,0.9,False,0,9,42,420
True,0.7,0.95,True,0,1,0,465
True,0.7,0.95,False,0,1,6,459
True,0.7,0.99,True,0,0,0,466
True,0.7,0.99,False,0,0,0,466
True,0.8,0.01,True,118,623,23108,45
True,0.8,0.01,False,132,690,40896,42
True,0.8,0.02,True,78,513,15463,108
True,0.8,0.02,False,91,579,30918,105
True,0.8,0.05,True,45,347,4699,211
True,0.8,0.05,False,57,410,15398,205
True,0.8,0.1,True,20,233,1151,284
True,0.8,0.1,False,32,287,7550,268
True,0.8,0.2,True,9,130,222,346
True,0.8,0.2,False,20,175,2774,312
True,0.8,0.3,True,7,77,98,382
True,0.8,0.3,False,16,118,1166,332
True,0.8,0.4,True,4,57,47,400
True,0.8,0.4,False,9,91,479,342
True,0.8,0.5,True,3,43,23,417
True,0.8,0.5,False,6,74,254,350
True,0.8,0.6,True,2,31,12,430
True,0.8,0.6,False,4,57,142,358
True,0.8,0.7,True,1,23,5,442
True,0.8,0.7,False,3,42,112,365
True,0.8,0.8,True,0,16,1,450
True,0.8,0.8,False,1,30,90,376
True,0.8,0.9,True,0,5,1,461
True,0.8,0.9,False,0,9,42,420
True,0.8,0.95,True,0,1,0,465
True,0.8,0.95,False,0,1,6,459
True,0.8,0.99,True,0,0,0,466
True,0.8,0.99,False,0,0,0,466
True,0.9,0.01,True,144,800,23561,44
True,0.9,0.01,False,166,896,42942,42
True,0.9,0.02,True,95,656,15818,108
True,0.9,0.02,False,115,751,32832,105
True,0.9,0.05,True,57,445,4892,211
True,0.9,0.05,False,74,533,16999,205
True,0.9,0.1,True,26,297,1217,284
True,0.9,0.1,False,43,372,8671,268
True,0.9,0.2,True,14,152,237,346
True,0.9,0.2,False,28,214,3228,312
True,0.9,0.3,True,9,87,101,382
True,0.9,0.3,False,20,137,1315,332
True,0.9,0.4,True,4,61,48,400
True,0.9,0.4,False,10,99,532,342
True,0.9,0.5,True,3,45,24,417
True,0.9,0.5,False,7,77,266,350
True,0.9,0.6,True,2,32,12,430
True,0.9,0.6,False,4,58,148,358
True,0.9,0.7,True,1,24,5,442
True,0.9,0.7,False,3,43,112,365
True,0.9,0.8,True,0,16,1,450
True,0.9,0.8,False,1,30,90,376
True,0.9,0.9,True,0,5,1,461
True,0.9,0.9,False,0,9,42,420
True,0.9,0.95,True,0,1,0,465
True,0.9,0.95,False,0,1,6,459
True,0.9,0.99,True,0,0,0,466
True,0.9,0.99,False,0,0,0,466
False,0.1,0.01,True,718,5094,88319,44
False,0.1,0.01,False,847,6102,201867,42
False,0.1,0.02,True,487,3656,46274,108
False,0.1,0.02,False,604,4542,132365,105
False,0.1,0.05,True,274,2025,11827,211
False,0.1,0.05,False,364,2673,60805,205
False,0.1,0.1,True,124,999,2737,284
False,0.1,0.1,False,196,1423,27581,268
False,0.1,0.2,True,29,363,459,346
False,0.1,0.2,False,67,572,8622,312
False,0.1,0.3,True,15,166,157,382
False,0.1,0.3,False,41,286,3131,332
False,0.1,0.4,True,6,110,70,400
False,0.1,0.4,False,20,184,1326,342
False,0.1,0.5,True,4,79,38,417
False,0.1,0.5,False,11,129,658,350
False,0.1,0.6,True,2,59,19,430
False,0.1,0.6,False,6,99,338,358
False,0.1,0.7,True,1,47,7,442
False,0.1,0.7,False,4,77,166,365
False,0.1,0.8,True,0,27,2,450
False,0.1,0.8,False,1,46,103,376
False,0.1,0.9,True,0,10,1,461
False,0.1,0.9,False,0,15,43,420
False,0.1,0.95,True,0,1,0,465
False,0.1,0.95,False,0,1,6,459
False,0.1,0.99,True,0,0,0,466
False,0.1,0.99,False,0,0,0,466
False,0.2,0.01,True,718,5094,88319,44
False,0.2,0.01,False,847,6102,201867,42
False,0.2,0.02,True,487,3656,46274,108
False,0.2,0.02,False,604,4542,132365,105
False,0.2,0.05,True,274,2025,11827,211
False,0.2,0.05,False,364,2673,60805,205
False,0.2,0.1,True,124,999,2737,284
False,0.2,0.1,False,196,1423,27581,268
False,0.2,0.2,True,29,363,459,346
False,0.2,0.2,False,67,572,8622,312
False,0.2,0.3,True,15,166,157,382
False,0.2,0.3,False,41,286,3131,332
False,0.2,0.4,True,6,110,70,400
False,0.2,0.4,False,20,184,1326,342
False,0.2,0.5,True,4,79,38,417
False,0.2,0.5,False,11,129,658,350
False,0.2,0.6,True,2,59,19,430
False,0.2,0.6,False,6,99,338,358
False,0.2,0.7,True,1,47,7,442
False,0.2,0.7,False,4,77,166,365
False,0.2,0.8,True,0,27,2,450
False,0.2,0.8,False,1,46,103,376
False,0.2,0.9,True,0,10,1,461
False,0.2,0.9,False,0,15,43,420
False,0.2,0.95,True,0,1,0,465
False,0.2,0.95,False,0,1,6,459
False,0.2,0.99,True,0,0,0,466
False,0.2,0.99,False,0,0,0,466
False,0.3,0.01,True,718,5094,88319,44
False,0.3,0.01,False,847,6102,201867,42
False,0.3,0.02,True,487,3656,46274,108
False,0.3,0.02,False,604,4542,132365,105
False,0.3,0.05,True,274,2025,11827,211
False,0.3,0.05,False,364,2673,60805,205
False,0.3,0.1,True,124,999,2737,284
False,0.3,0.1,False,196,1423,27581,268
False,0.3,0.2,True,29,363,459,346
False,0.3,0.2,False,67,572,8622,312
False,0.3,0.3,True,15,166,157,382
False,0.3,0.3,False,41,286,3131,332
False,0.3,0.4,True,6,110,70,400
False,0.3,0.4,False,20,184,1326,342
False,0.3,0.5,True,4,79,38,417
False,0.3,0.5,False,11,129,658,350
False,0.3,0.6,True,2,59,19,430
False,0.3,0.6,False,6,99,338,358
False,0.3,0.7,True,1,47,7,442
False,0.3,0.7,False,4,77,166,365
False,0.3,0.8,True,0,27,2,450
False,0.3,0.8,False,1,46,103,376
False,0.3,0.9,True,0,10,1,461
False,0.3,0.9,False,0,15,43,420
False,0.3,0.95,True,0,1,0,465
False,0.3,0.95,False,0,1,6,459
False,0.3,0.99,True,0,0,0,466
False,0.3,0.99,False,0,0,0,466
False,0.4,0.01,True,718,5094,88319,44
False,0.4,0.01,False,847,6102,201867,42
False,0.4,0.02,True,487,3656,46274,108
False,0.4,0.02,False,604,4542,132365,105
False,0.4,0.05,True,274,2025,11827,211
False,0.4,0.05,False,364,2673,60805,205
False,0.4,0.1,True,124,999,2737,284
False,0.4,0.1,False,196,1423,27581,268
False,0.4,0.2,True,29,363,459,346
False,0.4,0.2,False,67,572,8622,312
False,0.4,0.3,True,15,166,157,382
False,0.4,0.3,False,41,286,3131,332
False,0.4,0.4,True,6,110,70,400
False,0.4,0.4,False,20,184,1326,342
False,0.4,0.5,True,4,79,38,417
False,0.4,0.5,False,11,129,658,350
False,0.4,0.6,True,2,59,19,430
False,0.4,0.6,False,6,99,338,358
False,0.4,0.7,True,1,47,7,442
False,0.4,0.7,False,4,77,166,365
False,0.4,0.8,True,0,27,2,450
False,0.4,0.8,False,1,46,103,376
False,0.4,0.9,True,0,10,1,461
False,0.4,0.9,False,0,15,43,420
False,0.4,0.95,True,0,1,0,465
False,0.4,0.95,False,0,1,6,459
False,0.4,0.99,True,0,0,0,466
False,0.4,0.99,False,0,0,0,466
False,0.5,0.01,True,718,5094,88319,44
False,0.5,0.01,False,847,6102,201867,42
False,0.5,0.02,True,487,3656,46274,108
False,0.5,0.02,False,604,4542,132365,105
False,0.5,0.05,True,274,2025,11827,211
False,0.5,0.05,False,364,2673,60805,205
False,0.5,0.1,True,124,999,2737,284
False,0.5,0.1,False,196,1423,27581,268
False,0.5,0.2,True,29,363,459,346
False,0.5,0.2,False,67,572,8622,312
False,0.5,0.3,True,15,166,157,382
False,0.5,0.3,False,41,286,3131,332
False,0.5,0.4,True,6,110,70,400
False,0.5,0.4,False,20,184,1326,342
False,0.5,0.5,True,4,79,38,417
False,0.5,0.5,False,11,129,658,350
False,0.5,0.6,True,2,59,19,430
False,0.5,0.6,False,6,99,338,358
False,0.5,0.7,True,1,47,7,442
False,0.5,0.7,False,4,77,166,365
False,0.5,0.8,True,0,27,2,450
False,0.5,0.8,False,1,46,103,376
False,0.5,0.9,True,0,10,1,461
False,0.5,0.9,False,0,15,43,420
False,0.5,0.95,True,0,1,0,465
False,0.5,0.95,False,0,1,6,459
False,0.5,0.99,True,0,0,0,466
False,0.5,0.99,False,0,0,0,466
False,0.6,0.01,True,718,5094,88319,44
False,0.6,0.01,False,847,6102,201867,42
False,0.6,0.02,True,487,3656,46274,108
False,0.6,0.02,False,604,4542,132365,105
False,0.6,0.05,True,274,2025,11827,211
False,0.6,0.05,False,364,2673,60805,205
False,0.6,0.1,True,124,999,2737,284
False,0.6,0.1,False,196,1423,27581,268
False,0.6,0.2,True,29,363,459,346
False,0.6,0.2,False,67,572,8622,312
False,0.6,0.3,True,15,166,157,382
False,0.6,0.3,False,41,286,3131,332
False,0.6,0.4,True,6,110,70,400
False,0.6,0.4,False,20,184,1326,342
False,0.6,0.5,True,4,79,38,417
False,0.6,0.5,False,11,129,658,350
False,0.6,0.6,True,2,59,19,430
False,0.6,0.6,False,6,99,338,358
False,0.6,0.7,True,1,47,7,442
False,0.6,0.7,False,4,77,166,365
False,0.6,0.8,True,0,27,2,450
False,0.6,0.8,False,1,46,103,376
False,0.6,0.9,True,0,10,1,461
False,0.6,0.9,False,0,15,43,420
False,0.6,0.95,True,0,1,0,465
False,0.6,0.95,False,0,1,6,459
False,0.6,0.99,True,0,0,0,466
False,0.6,0.99,False,0,0,0,466
False,0.7,0.01,True,718,5094,88319,44
False,0.7,0.01,False,847,6102,201867,42
False,0.7,0.02,True,487,3656,46274,108
False,0.7,0.02,False,604,4542,132365,105
False,0.7,0.05,True,274,2025,11827,211
False,0.7,0.05,False,364,2673,60805,205
False,0.7,0.1,True,124,999,2737,284
False,0.7,0.1,False,196,1423,27581,268
False,0.7,0.2,True,29,363,459,346
False,0.7,0.2,False,67,572,8622,312
False,0.7,0.3,True,15,166,157,382
False,0.7,0.3,False,41,286,3131,332
False,0.7,0.4,True,6,110,70,400
False,0.7,0.4,False,20,184,1326,342
False,0.7,0.5,True,4,79,38,417
False,0.7,0.5,False,11,129,658,350
False,0.7,0.6,True,2,59,19,430
False,0.7,0.6,False,6,99,338,358
False,0.7,0.7,True,1,47,7,442
False,0.7,0.7,False,4,77,166,365
False,0.7,0.8,True,0,27,2,450
False,0.7,0.8,False,1,46,103,376
False,0.7,0.9,True,0,10,1,461
False,0.7,0.9,False,0,15,43,420
False,0.7,0.95,True,0,1,0,465
False,0.7,0.95,False,0,1,6,459
False,0.7,0.99,True,0,0,0,466
False,0.7,0.99,False,0,0,0,466
False,0.8,0.01,True,718,5094,88319,44
False,0.8,0.01,False,847,6102,201867,42
False,0.8,0.02,True,487,3656,46274,108
False,0.8,0.02,False,604,4542,132365,105
False,0.8,0.05,True,274,2025,11827,211
False,0.8,0.05,False,364,2673,60805,205
False,0.8,0.1,True,124,999,2737,284
False,0.8,0.1,False,196,1423,27581,268
False,0.8,0.2,True,29,363,459,346
False,0.8,0.2,False,67,572,8622,312
False,0.8,0.3,True,15,166,157,382
False,0.8,0.3,False,41,286,3131,332
False,0.8,0.4,True,6,110,70,400
False,0.8,0.4,False,20,184,1326,342
False,0.8,0.5,True,4,79,38,417
False,0.8,0.5,False,11,129,658,350
False,0.8,0.6,True,2,59,19,430
False,0.8,0.6,False,6,99,338,358
False,0.8,0.7,True,1,47,7,442
False,0.8,0.7,False,4,77,166,365
False,0.8,0.8,True,0,27,2,450
False,0.8,0.8,False,1,46,103,376
False,0.8,0.9,True,0,10,1,461
False,0.8,0.9,False,0,15,43,420
False,0.8,0.95,True,0,1,0,465
False,0.8,0.95,False,0,1,6,459
False,0.8,0.99,True,0,0,0,466
False,0.8,0.99,False,0,0,0,466
False,0.9,0.01,True,718,5094,88319,44
False,0.9,0.01,False,847,6102,201867,42
False,0.9,0.02,True,487,3656,46274,108
False,0.9,0.02,False,604,4542,132365,105
False,0.9,0.05,True,274,2025,11827,211
False,0.9,0.05,False,364,2673,60805,205
False,0.9,0.1,True,124,999,2737,284
False,0.9,0.1,False,196,1423,27581,268
False,0.9,0.2,True,29,363,459,346
False,0.9,0.2,False,67,572,8622,312
False,0.9,0.3,True,15,166,157,382
False,0.9,0.3,False,41,286,3131,332
False,0.9,0.4,True,6,110,70,400
False,0.9,0.4,False,20,184,1326,342
False,0.9,0.5,True,4,79,38,417
False,0.9,0.5,False,11,129,658,350
False,0.9,0.6,True,2,59,19,430
False,0.9,0.6,False,6,99,338,358
False,0.9,0.7,True,1,47,7,442
False,0.9,0.7,False,4,77,166,365
False,0.9,0.8,True,0,27,2,450
False,0.9,0.8,False,1,46,103,376
False,0.9,0.9,True,0,10,1,461
False,0.9,0.9,False,0,15,43,420
False,0.9,0.95,True,0,1,0,465
False,0.9,0.95,False,0,1,6,459
False,0.9,0.99,True,0,0,0,466
False,0.9,0.99,False,0,0,0,466
