do_nms,iou_threshold,score_threshold,filter_too_big,correct,correct_box,incorrect,undetected
True,0.6,0.8,False,3,20,93,459
True,0.6,0.81,True,4,12,3,532
True,0.6,0.81,False,3,17,90,463
True,0.6,0.82,True,4,10,2,534
True,0.6,0.82,False,3,16,86,467
True,0.6,0.83,True,4,9,2,535
True,0.6,0.83,False,3,14,82,469
True,0.6,0.84,True,3,8,2,536
True,0.6,0.84,False,2,13,79,471
True,0.6,0.85,True,3,7,1,537
True,0.6,0.85,False,2,10,73,476
True,0.6,0.86,True,2,7,1,538
True,0.6,0.86,False,2,10,71,478
True,0.6,0.87,True,2,6,1,539
True,0.6,0.87,False,2,8,67,481
True,0.6,0.88,True,2,6,1,539
True,0.6,0.88,False,2,7,62,487
True,0.6,0.89,True,2,6,1,539
True,0.6,0.89,False,2,7,59,488
True,0.6,0.9,True,1,6,1,540
True,0.6,0.9,False,1,7,52,495
True,0.6,0.91,True,1,4,1,542
True,0.6,0.91,False,1,4,41,503
True,0.6,0.92,True,1,2,1,544
True,0.6,0.92,False,1,2,36,509
True,0.6,0.93,True,0,1,1,546
True,0.6,0.93,False,0,1,33,514
True,0.6,0.94,True,0,1,0,546
True,0.6,0.94,False,0,1,27,519
True,0.6,0.95,True,0,0,0,547
True,0.6,0.95,False,0,0,22,525
True,0.6,0.96,True,0,0,0,547
True,0.6,0.96,False,0,0,13,534
True,0.6,0.97,True,0,0,0,547
True,0.6,0.97,False,0,0,6,541
True,0.6,0.98,True,0,0,0,547
True,0.6,0.98,False,0,0,1,546
True,0.6,0.99,True,0,0,0,547
True,0.6,0.99,False,0,0,0,547
True,0.6,1.0,True,0,0,0,547
True,0.6,1.0,False,0,0,0,547
True,0.7,0.0,True,72,683,26594,39
True,0.7,0.0,False,76,734,44382,36
True,0.7,0.01,True,67,542,22986,113
True,0.7,0.01,False,71,592,38527,107
True,0.7,0.02,True,58,429,17594,180
True,0.7,0.02,False,62,476,31478,175
True,0.7,0.03,True,48,366,13124,235
True,0.7,0.03,False,52,413,25586,229
True,0.7,0.04,True,43,320,9823,269
True,0.7,0.04,False,47,362,21003,265
True,0.7,0.05,True,41,290,7454,296
True,0.7,0.05,False,45,330,17561,291
True,0.7,0.06,True,39,269,5742,311
True,0.7,0.06,False,42,308,14845,304
True,0.7,0.07,True,36,254,4485,322
True,0.7,0.07,False,39,292,12775,314
True,0.7,0.08,True,35,237,3589,329
True,0.7,0.08,False,38,275,11207,321
True,0.7,0.09,True,34,224,2888,339
True,0.7,0.09,False,37,261,9892,331
True,0.7,0.1,True,33,212,2310,351
True,0.7,0.1,False,36,248,8763,340
True,0.7,0.11,True,32,192,1849,369
True,0.7,0.11,False,35,228,7849,355
True,0.7,0.12,True,31,188,1542,374
True,0.7,0.12,False,34,223,7089,359
True,0.7,0.13,True,29,174,1306,387
True,0.7,0.13,False,32,209,6455,372
True,0.7,0.14,True,27,167,1097,396
True,0.7,0.14,False,30,202,5876,380
True,0.7,0.15,True,24,160,934,404
True,0.7,0.15,False,27,195,5373,383
True,0.7,0.16,True,24,151,818,409
True,0.7,0.16,False,27,186,4972,387
True,0.7,0.17,True,23,147,697,413
True,0.7,0.17,False,26,182,4564,389
True,0.7,0.18,True,23,140,600,416
True,0.7,0.18,False,25,174,4207,392
True,0.7,0.19,True,23,135,511,417
True,0.7,0.19,False,25,169,3896,392
True,0.7,0.2,True,22,132,450,419
True,0.7,0.2,False,24,166,3614,393
True,0.7,0.21,True,22,130,403,423
True,0.7,0.21,False,24,164,3366,395
True,0.7,0.22,True,22,121,360,428
True,0.7,0.22,False,24,155,3094,400
True,0.7,0.23,True,21,111,324,437
True,0.7,0.23,False,23,144,2885,408
True,0.7,0.24,True,21,105,301,440
True,0.7,0.24,False,23,140,2710,410
True,0.7,0.25,True,21,103,265,444
True,0.7,0.25,False,23,138,2512,410
True,0.7,0.26,True,20,101,240,447
True,0.7,0.26,False,22,135,2358,411
True,0.7,0.27,True,20,101,219,447
True,0.7,0.27,False,22,134,2200,412
True,0.7,0.28,True,20,100,195,449
True,0.7,0.28,False,22,131,2062,413
True,0.7,0.29,True,20,99,183,450
True,0.7,0.29,False,22,128,1926,413
True,0.7,0.3,True,20,97,173,452
True,0.7,0.3,False,22,125,1812,414
True,0.7,0.31,True,20,94,155,454
True,0.7,0.31,False,22,122,1688,415
True,0.7,0.32,True,19,92,142,457
True,0.7,0.32,False,21,119,1573,418
True,0.7,0.33,True,19,89,128,462
True,0.7,0.33,False,21,116,1459,420
True,0.7,0.34,True,19,88,119,462
True,0.7,0.34,False,21,115,1356,420
True,0.7,0.35,True,18,86,109,465
True,0.7,0.35,False,20,110,1253,422
True,0.7,0.36,True,16,84,104,467
True,0.7,0.36,False,17,108,1156,424
True,0.7,0.37,True,15,83,95,467
True,0.7,0.37,False,16,107,1055,424
True,0.7,0.38,True,14,80,88,470
True,0.7,0.38,False,15,103,980,425
True,0.7,0.39,True,14,78,82,470
True,0.7,0.39,False,15,100,907,425
True,0.7,0.4,True,14,77,72,471
True,0.7,0.4,False,15,99,829,425
True,0.7,0.41,True,12,76,63,474
True,0.7,0.41,False,13,98,774,426
True,0.7,0.42,True,12,73,60,477
True,0.7,0.42,False,13,95,705,428
True,0.7,0.43,True,11,72,58,478
True,0.7,0.43,False,12,93,650,428
True,0.7,0.44,True,11,67,51,481
True,0.7,0.44,False,12,87,591,431
True,0.7,0.45,True,10,63,47,485
True,0.7,0.45,False,11,82,542,433
True,0.7,0.46,True,10,62,44,485
True,0.7,0.46,False,11,81,500,433
True,0.7,0.47,True,10,59,42,488
True,0.7,0.47,False,10,78,454,434
True,0.7,0.48,True,10,57,39,488
True,0.7,0.48,False,10,77,423,434
True,0.7,0.49,True,10,56,38,488
True,0.7,0.49,False,10,76,390,434
True,0.7,0.5,True,9,56,37,489
True,0.7,0.5,False,10,75,366,434
True,0.7,0.51,True,8,54,32,492
True,0.7,0.51,False,9,73,335,435
True,0.7,0.52,True,8,52,29,493
True,0.7,0.52,False,9,70,303,436
True,0.7,0.53,True,8,48,28,496
True,0.7,0.53,False,8,66,287,438
True,0.7,0.54,True,8,48,27,496
True,0.7,0.54,False,8,66,263,439
True,0.7,0.55,True,8,48,26,496
True,0.7,0.55,False,7,66,252,439
True,0.7,0.56,True,8,45,25,499
True,0.7,0.56,False,7,63,239,441
True,0.7,0.57,True,8,44,22,500
True,0.7,0.57,False,7,61,223,441
True,0.7,0.58,True,7,43,22,501
True,0.7,0.58,False,6,60,210,441
True,0.7,0.59,True,7,43,20,501
True,0.7,0.59,False,6,58,200,441
True,0.7,0.6,True,7,42,19,502
True,0.7,0.6,False,6,57,187,442
True,0.7,0.61,True,7,40,18,504
True,0.7,0.61,False,6,55,175,442
True,0.7,0.62,True,7,39,17,505
True,0.7,0.62,False,6,54,163,442
True,0.7,0.63,True,7,37,16,507
True,0.7,0.63,False,6,52,159,442
True,0.7,0.64,True,7,36,15,509
True,0.7,0.64,False,6,51,150,442
True,0.7,0.65,True,7,35,14,509
True,0.7,0.65,False,6,50,142,443
True,0.7,0.66,True,7,34,11,510
True,0.7,0.66,False,6,48,131,444
True,0.7,0.67,True,7,34,9,512
True,0.7,0.67,False,6,48,124,445
True,0.7,0.68,True,7,33,8,513
True,0.7,0.68,False,6,46,119,447
True,0.7,0.69,True,7,30,7,515
True,0.7,0.69,False,6,44,116,448
True,0.7,0.7,True,7,29,6,515
True,0.7,0.7,False,6,43,113,449
True,0.7,0.71,True,6,26,6,518
True,0.7,0.71,False,5,40,108,451
True,0.7,0.72,True,6,25,6,519
True,0.7,0.72,False,5,38,107,452
True,0.7,0.73,True,6,25,6,519
True,0.7,0.73,False,5,35,107,453
True,0.7,0.74,True,6,25,6,519
True,0.7,0.74,False,5,33,106,453
True,0.7,0.75,True,6,25,6,519
True,0.7,0.75,False,4,32,104,453
True,0.7,0.76,True,6,24,5,520
True,0.7,0.76,False,4,31,103,454
True,0.7,0.77,True,5,23,4,522
True,0.7,0.77,False,4,29,101,454
True,0.7,0.78,True,5,19,3,527
True,0.7,0.78,False,4,25,97,457
True,0.7,0.79,True,5,18,3,528
True,0.7,0.79,False,4,24,96,458
True,0.7,0.8,True,4,17,3,530
True,0.7,0.8,False,3,23,94,459
True,0.7,0.81,True,4,14,3,532
True,0.7,0.81,False,3,19,91,463
True,0.7,0.82,True,4,12,2,534
True,0.7,0.82,False,3,18,86,467
True,0.7,0.83,True,4,10,2,535
True,0.7,0.83,False,3,15,82,469
True,0.7,0.84,True,3,9,2,536
True,0.7,0.84,False,2,14,79,471
True,0.7,0.85,True,3,8,1,537
True,0.7,0.85,False,2,11,73,476
True,0.7,0.86,True,2,8,1,538
True,0.7,0.86,False,2,11,71,478
True,0.7,0.87,True,2,7,1,539
True,0.7,0.87,False,2,9,67,481
True,0.7,0.88,True,2,6,1,539
True,0.7,0.88,False,2,7,62,487
True,0.7,0.89,True,2,6,1,539
True,0.7,0.89,False,2,7,59,488
True,0.7,0.9,True,1,6,1,540
True,0.7,0.9,False,1,7,52,495
True,0.7,0.91,True,1,4,1,542
True,0.7,0.91,False,1,4,41,503
True,0.7,0.92,True,1,2,1,544
True,0.7,0.92,False,1,2,36,509
True,0.7,0.93,True,0,1,1,546
True,0.7,0.93,False,0,1,33,514
True,0.7,0.94,True,0,1,0,546
True,0.7,0.94,False,0,1,27,519
True,0.7,0.95,True,0,0,0,547
True,0.7,0.95,False,0,0,22,525
True,0.7,0.96,True,0,0,0,547
True,0.7,0.96,False,0,0,13,534
True,0.7,0.97,True,0,0,0,547
True,0.7,0.97,False,0,0,6,541
True,0.7,0.98,True,0,0,0,547
True,0.7,0.98,False,0,0,1,546
True,0.7,0.99,True,0,0,0,547
True,0.7,0.99,False,0,0,0,547
True,0.7,1.0,True,0,0,0,547
True,0.7,1.0,False,0,0,0,547
True,0.8,0.0,True,95,821,27283,37
True,0.8,0.0,False,103,895,47236,34
True,0.8,0.01,True,90,645,23541,113
True,0.8,0.01,False,98,718,41172,107
True,0.8,0.02,True,77,500,18038,180
True,0.8,0.02,False,85,570,33971,175
True,0.8,0.03,True,65,423,13477,235
True,0.8,0.03,False,73,491,27932,229
True,0.8,0.04,True,59,369,10095,269
True,0.8,0.04,False,67,432,23183,265
True,0.8,0.05,True,56,336,7671,296
True,0.8,0.05,False,64,396,19574,291
True,0.8,0.06,True,53,309,5928,311
True,0.8,0.06,False,60,368,16730,304
True,0.8,0.07,True,48,292,4644,322
True,0.8,0.07,False,55,350,14555,314
True,0.8,0.08,True,47,275,3716,329
True,0.8,0.08,False,54,333,12847,321
True,0.8,0.09,True,46,259,2996,339
True,0.8,0.09,False,53,315,11427,331
True,0.8,0.1,True,44,246,2405,351
True,0.8,0.1,False,51,301,10197,340
True,0.8,0.11,True,43,223,1922,369
True,0.8,0.11,False,50,278,9167,355
True,0.8,0.12,True,41,217,1606,374
True,0.8,0.12,False,48,271,8309,359
True,0.8,0.13,True,39,204,1356,387
True,0.8,0.13,False,46,256,7563,372
True,0.8,0.14,True,37,196,1140,396
True,0.8,0.14,False,44,248,6919,380
True,0.8,0.15,True,33,189,977,404
True,0.8,0.15,False,40,241,6343,383
True,0.8,0.16,True,31,178,850,409
True,0.8,0.16,False,38,231,5860,387
True,0.8,0.17,True,30,172,724,413
True,0.8,0.17,False,37,225,5391,389
True,0.8,0.18,True,29,164,619,416
True,0.8,0.18,False,37,216,4970,392
True,0.8,0.19,True,29,159,529,417
True,0.8,0.19,False,37,211,4614,392
True,0.8,0.2,True,28,154,465,419
True,0.8,0.2,False,36,205,4277,393
True,0.8,0.21,True,28,151,416,423
True,0.8,0.21,False,36,202,3973,395
True,0.8,0.22,True,28,142,370,428
True,0.8,0.22,False,36,192,3647,400
True,0.8,0.23,True,27,131,333,437
True,0.8,0.23,False,35,180,3405,408
True,0.8,0.24,True,27,125,309,440
True,0.8,0.24,False,35,175,3187,410
True,0.8,0.25,True,27,122,268,444
True,0.8,0.25,False,35,172,2939,410
True,0.8,0.26,True,25,119,243,447
True,0.8,0.26,False,33,168,2739,411
True,0.8,0.27,True,25,117,222,447
True,0.8,0.27,False,33,164,2548,412
True,0.8,0.28,True,25,116,198,449
True,0.8,0.28,False,33,160,2381,413
True,0.8,0.29,True,25,113,186,450
True,0.8,0.29,False,33,155,2218,413
True,0.8,0.3,True,25,111,175,452
True,0.8,0.3,False,33,152,2068,414
True,0.8,0.31,True,25,108,157,454
True,0.8,0.31,False,33,148,1926,415
True,0.8,0.32,True,24,105,144,457
True,0.8,0.32,False,32,144,1790,418
True,0.8,0.33,True,24,102,130,462
True,0.8,0.33,False,32,140,1653,420
True,0.8,0.34,True,24,100,121,462
True,0.8,0.34,False,32,138,1529,420
True,0.8,0.35,True,23,97,110,465
True,0.8,0.35,False,30,132,1405,422
True,0.8,0.36,True,20,95,104,467
True,0.8,0.36,False,26,130,1294,424
True,0.8,0.37,True,19,93,95,467
True,0.8,0.37,False,25,128,1182,424
True,0.8,0.38,True,18,89,88,470
True,0.8,0.38,False,24,124,1096,425
True,0.8,0.39,True,18,84,82,470
True,0.8,0.39,False,24,118,1009,425
True,0.8,0.4,True,18,83,72,471
True,0.8,0.4,False,24,117,921,425
True,0.8,0.41,True,16,82,63,474
True,0.8,0.41,False,22,116,854,426
True,0.8,0.42,True,15,79,60,477
True,0.8,0.42,False,21,113,776,428
True,0.8,0.43,True,14,77,58,478
True,0.8,0.43,False,20,110,716,428
True,0.8,0.44,True,14,72,51,481
True,0.8,0.44,False,20,104,652,431
True,0.8,0.45,True,13,67,47,485
True,0.8,0.45,False,19,98,601,433
True,0.8,0.46,True,13,66,44,485
True,0.8,0.46,False,18,97,554,433
True,0.8,0.47,True,13,63,42,488
True,0.8,0.47,False,17,94,501,434
True,0.8,0.48,True,13,61,39,488
True,0.8,0.48,False,17,91,463,434
True,0.8,0.49,True,13,60,38,488
True,0.8,0.49,False,17,90,426,434
True,0.8,0.5,True,12,60,37,489
True,0.8,0.5,False,17,89,395,434
True,0.8,0.51,True,11,58,32,492
True,0.8,0.51,False,16,87,363,435
True,0.8,0.52,True,11,56,29,493
True,0.8,0.52,False,16,83,329,436
True,0.8,0.53,True,11,52,28,496
True,0.8,0.53,False,13,79,308,438
True,0.8,0.54,True,11,52,27,496
True,0.8,0.54,False,13,79,278,439
True,0.8,0.55,True,11,52,26,496
True,0.8,0.55,False,12,78,268,439
True,0.8,0.56,True,11,49,25,499
True,0.8,0.56,False,12,73,253,441
True,0.8,0.57,True,10,48,22,500
True,0.8,0.57,False,11,71,236,441
True,0.8,0.58,True,9,47,22,501
True,0.8,0.58,False,10,70,221,441
True,0.8,0.59,True,8,47,20,501
True,0.8,0.59,False,9,68,208,441
True,0.8,0.6,True,8,46,19,502
True,0.8,0.6,False,9,66,196,442
True,0.8,0.61,True,8,44,18,504
True,0.8,0.61,False,9,64,182,442
True,0.8,0.62,True,8,43,17,505
True,0.8,0.62,False,9,63,169,442
True,0.8,0.63,True,7,40,16,507
True,0.8,0.63,False,8,60,165,442
True,0.8,0.64,True,7,39,15,509
True,0.8,0.64,False,8,58,155,442
True,0.8,0.65,True,7,38,14,509
True,0.8,0.65,False,8,57,146,443
True,0.8,0.66,True,7,37,11,510
True,0.8,0.66,False,8,55,135,444
True,0.8,0.67,True,7,37,9,512
True,0.8,0.67,False,8,55,128,445
True,0.8,0.68,True,7,36,8,513
True,0.8,0.68,False,8,52,123,447
True,0.8,0.69,True,7,33,7,515
True,0.8,0.69,False,8,50,119,448
True,0.8,0.7,True,7,32,6,515
True,0.8,0.7,False,8,48,115,449
True,0.8,0.71,True,6,29,6,518
True,0.8,0.71,False,7,44,110,451
True,0.8,0.72,True,6,28,6,519
True,0.8,0.72,False,7,42,109,452
True,0.8,0.73,True,6,28,6,519
True,0.8,0.73,False,7,39,109,453
True,0.8,0.74,True,6,28,6,519
True,0.8,0.74,False,7,36,108,453
True,0.8,0.75,True,6,28,6,519
True,0.8,0.75,False,6,35,105,453
True,0.8,0.76,True,6,27,5,520
True,0.8,0.76,False,6,34,104,454
True,0.8,0.77,True,5,25,4,522
True,0.8,0.77,False,5,31,102,454
True,0.8,0.78,True,5,21,3,527
True,0.8,0.78,False,5,27,97,457
True,0.8,0.79,True,5,20,3,528
True,0.8,0.79,False,5,26,96,458
True,0.8,0.8,True,4,19,3,530
True,0.8,0.8,False,4,25,94,459
True,0.8,0.81,True,4,15,3,532
True,0.8,0.81,False,4,20,91,463
True,0.8,0.82,True,4,13,2,534
True,0.8,0.82,False,4,19,86,467
True,0.8,0.83,True,4,11,2,535
True,0.8,0.83,False,4,16,82,469
True,0.8,0.84,True,3,10,2,536
True,0.8,0.84,False,3,15,79,471
True,0.8,0.85,True,3,9,1,537
True,0.8,0.85,False,3,12,73,476
True,0.8,0.86,True,2,8,1,538
True,0.8,0.86,False,2,11,71,478
True,0.8,0.87,True,2,7,1,539
True,0.8,0.87,False,2,9,67,481
True,0.8,0.88,True,2,6,1,539
True,0.8,0.88,False,2,7,62,487
True,0.8,0.89,True,2,6,1,539
True,0.8,0.89,False,2,7,59,488
True,0.8,0.9,True,1,6,1,540
True,0.8,0.9,False,1,7,52,495
True,0.8,0.91,True,1,4,1,542
True,0.8,0.91,False,1,4,41,503
True,0.8,0.92,True,1,2,1,544
True,0.8,0.92,False,1,2,36,509
True,0.8,0.93,True,0,1,1,546
True,0.8,0.93,False,0,1,33,514
True,0.8,0.94,True,0,1,0,546
True,0.8,0.94,False,0,1,27,519
True,0.8,0.95,True,0,0,0,547
True,0.8,0.95,False,0,0,22,525
True,0.8,0.96,True,0,0,0,547
True,0.8,0.96,False,0,0,13,534
True,0.8,0.97,True,0,0,0,547
True,0.8,0.97,False,0,0,6,541
True,0.8,0.98,True,0,0,0,547
True,0.8,0.98,False,0,0,1,546
True,0.8,0.99,True,0,0,0,547
True,0.8,0.99,False,0,0,0,547
True,0.8,1.0,True,0,0,0,547
True,0.8,1.0,False,0,0,0,547
True,0.9,0.0,True,127,1042,27794,35
True,0.9,0.0,False,142,1142,49306,33
True,0.9,0.01,True,121,823,23971,112
True,0.9,0.01,False,136,921,43147,106
True,0.9,0.02,True,99,639,18380,179
True,0.9,0.02,False,114,732,35850,174
True,0.9,0.03,True,87,547,13763,235
True,0.9,0.03,False,101,638,29736,229
True,0.9,0.04,True,81,484,10337,269
True,0.9,0.04,False,95,570,24910,265
True,0.9,0.05,True,77,445,7874,296
True,0.9,0.05,False,91,527,21222,291
True,0.9,0.06,True,73,411,6098,311
True,0.9,0.06,False,86,492,18290,304
True,0.9,0.07,True,66,385,4786,322
True,0.9,0.07,False,79,464,16028,314
True,0.9,0.08,True,64,360,3842,329
True,0.9,0.08,False,77,439,14239,321
True,0.9,0.09,True,63,341,3103,339
True,0.9,0.09,False,76,417,12715,331
True,0.9,0.1,True,61,322,2498,351
True,0.9,0.1,False,74,396,11406,340
True,0.9,0.11,True,60,293,2007,369
True,0.9,0.11,False,73,365,10307,355
True,0.9,0.12,True,57,284,1675,374
True,0.9,0.12,False,69,354,9376,359
True,0.9,0.13,True,54,268,1417,387
True,0.9,0.13,False,66,337,8552,372
True,0.9,0.14,True,52,256,1197,396
True,0.9,0.14,False,64,325,7840,380
True,0.9,0.15,True,48,247,1024,404
True,0.9,0.15,False,60,316,7193,383
True,0.9,0.16,True,45,234,897,409
True,0.9,0.16,False,57,302,6655,387
True,0.9,0.17,True,44,223,764,413
True,0.9,0.17,False,56,290,6140,389
True,0.9,0.18,True,43,213,654,416
True,0.9,0.18,False,55,279,5672,392
True,0.9,0.19,True,43,205,564,417
True,0.9,0.19,False,55,271,5268,392
True,0.9,0.2,True,41,198,496,419
True,0.9,0.2,False,52,263,4884,393
True,0.9,0.21,True,38,194,446,423
True,0.9,0.21,False,49,259,4529,395
True,0.9,0.22,True,38,183,395,428
True,0.9,0.22,False,49,247,4153,400
True,0.9,0.23,True,37,171,356,437
True,0.9,0.23,False,48,234,3865,408
True,0.9,0.24,True,37,163,326,440
True,0.9,0.24,False,48,226,3616,410
True,0.9,0.25,True,36,159,284,444
True,0.9,0.25,False,47,222,3323,410
True,0.9,0.26,True,33,155,258,447
True,0.9,0.26,False,44,217,3080,411
True,0.9,0.27,True,32,153,236,447
True,0.9,0.27,False,43,213,2858,412
True,0.9,0.28,True,32,152,210,449
True,0.9,0.28,False,43,209,2665,413
True,0.9,0.29,True,32,146,196,450
True,0.9,0.29,False,43,201,2482,413
True,0.9,0.3,True,32,144,183,452
True,0.9,0.3,False,43,198,2297,414
True,0.9,0.31,True,32,139,163,454
True,0.9,0.31,False,43,192,2136,415
True,0.9,0.32,True,31,136,149,457
True,0.9,0.32,False,42,188,1980,418
True,0.9,0.33,True,31,131,134,462
True,0.9,0.33,False,42,182,1828,420
True,0.9,0.34,True,31,128,125,462
True,0.9,0.34,False,42,179,1690,420
True,0.9,0.35,True,30,123,113,465
True,0.9,0.35,False,40,170,1550,422
True,0.9,0.36,True,27,120,107,467
True,0.9,0.36,False,36,168,1426,424
True,0.9,0.37,True,26,117,98,467
True,0.9,0.37,False,35,165,1297,424
True,0.9,0.38,True,25,113,91,470
True,0.9,0.38,False,34,161,1199,425
True,0.9,0.39,True,25,108,85,470
True,0.9,0.39,False,34,155,1105,425
True,0.9,0.4,True,25,107,75,471
True,0.9,0.4,False,34,153,1009,425
True,0.9,0.41,True,23,106,66,474
True,0.9,0.41,False,32,152,934,426
True,0.9,0.42,True,21,102,63,477
True,0.9,0.42,False,30,148,851,428
True,0.9,0.43,True,20,100,61,478
True,0.9,0.43,False,29,145,781,428
True,0.9,0.44,True,20,95,54,481
True,0.9,0.44,False,29,139,714,431
True,0.9,0.45,True,19,89,50,485
True,0.9,0.45,False,28,132,658,433
True,0.9,0.46,True,19,88,46,485
True,0.9,0.46,False,27,131,606,433
True,0.9,0.47,True,19,85,44,488
True,0.9,0.47,False,26,127,548,434
True,0.9,0.48,True,19,82,41,488
True,0.9,0.48,False,26,122,510,434
True,0.9,0.49,True,19,80,40,488
True,0.9,0.49,False,26,120,469,434
True,0.9,0.5,True,18,79,39,489
True,0.9,0.5,False,25,118,429,434
True,0.9,0.51,True,17,76,34,492
True,0.9,0.51,False,24,115,391,435
True,0.9,0.52,True,17,74,30,493
True,0.9,0.52,False,24,110,355,436
True,0.9,0.53,True,17,69,29,496
True,0.9,0.53,False,21,104,333,438
True,0.9,0.54,True,17,66,28,496
True,0.9,0.54,False,21,101,303,439
True,0.9,0.55,True,17,66,27,496
True,0.9,0.55,False,20,100,290,439
True,0.9,0.56,True,17,61,26,499
True,0.9,0.56,False,20,92,275,441
True,0.9,0.57,True,15,58,23,500
True,0.9,0.57,False,18,88,257,441
True,0.9,0.58,True,14,56,23,501
True,0.9,0.58,False,17,86,239,441
True,0.9,0.59,True,13,56,21,501
True,0.9,0.59,False,15,82,224,441
True,0.9,0.6,True,13,55,19,502
True,0.9,0.6,False,15,80,209,442
True,0.9,0.61,True,13,52,18,504
True,0.9,0.61,False,15,77,195,442
True,0.9,0.62,True,13,50,17,505
True,0.9,0.62,False,15,75,181,442
True,0.9,0.63,True,12,46,16,507
True,0.9,0.63,False,14,71,177,442
True,0.9,0.64,True,12,45,15,509
True,0.9,0.64,False,14,69,165,442
True,0.9,0.65,True,12,44,14,509
True,0.9,0.65,False,14,68,155,443
True,0.9,0.66,True,12,43,11,510
True,0.9,0.66,False,14,66,141,444
True,0.9,0.67,True,12,42,9,512
True,0.9,0.67,False,14,64,134,445
True,0.9,0.68,True,12,39,8,513
True,0.9,0.68,False,14,59,128,447
True,0.9,0.69,True,12,36,7,515
True,0.9,0.69,False,14,56,124,448
True,0.9,0.7,True,12,35,6,515
True,0.9,0.7,False,14,54,120,449
True,0.9,0.71,True,11,31,6,518
True,0.9,0.71,False,13,49,115,451
True,0.9,0.72,True,11,29,6,519
True,0.9,0.72,False,13,46,113,452
True,0.9,0.73,True,11,29,6,519
True,0.9,0.73,False,13,43,112,453
True,0.9,0.74,True,11,29,6,519
True,0.9,0.74,False,13,40,111,453
True,0.9,0.75,True,11,29,6,519
True,0.9,0.75,False,12,39,108,453
True,0.9,0.76,True,11,28,5,520
True,0.9,0.76,False,12,38,107,454
True,0.9,0.77,True,10,26,4,522
True,0.9,0.77,False,11,35,103,454
True,0.9,0.78,True,10,22,3,527
True,0.9,0.78,False,10,31,98,457
True,0.9,0.79,True,9,20,3,528
True,0.9,0.79,False,9,29,97,458
True,0.9,0.8,True,8,19,3,530
True,0.9,0.8,False,8,27,94,459
True,0.9,0.81,True,6,15,3,532
True,0.9,0.81,False,6,22,91,463
True,0.9,0.82,True,5,13,2,534
True,0.9,0.82,False,5,20,86,467
True,0.9,0.83,True,5,11,2,535
True,0.9,0.83,False,5,17,82,469
True,0.9,0.84,True,4,10,2,536
True,0.9,0.84,False,4,16,79,471
True,0.9,0.85,True,4,9,1,537
True,0.9,0.85,False,4,13,73,476
True,0.9,0.86,True,3,8,1,538
True,0.9,0.86,False,3,11,71,478
True,0.9,0.87,True,3,7,1,539
True,0.9,0.87,False,3,9,67,481
True,0.9,0.88,True,2,6,1,539
True,0.9,0.88,False,2,7,62,487
True,0.9,0.89,True,2,6,1,539
True,0.9,0.89,False,2,7,59,488
True,0.9,0.9,True,1,6,1,540
True,0.9,0.9,False,1,7,52,495
True,0.9,0.91,True,1,4,1,542
True,0.9,0.91,False,1,4,41,503
True,0.9,0.92,True,1,2,1,544
True,0.9,0.92,False,1,2,36,509
True,0.9,0.93,True,0,1,1,546
True,0.9,0.93,False,0,1,33,514
True,0.9,0.94,True,0,1,0,546
True,0.9,0.94,False,0,1,27,519
True,0.9,0.95,True,0,0,0,547
True,0.9,0.95,False,0,0,22,525
True,0.9,0.96,True,0,0,0,547
True,0.9,0.96,False,0,0,13,534
True,0.9,0.97,True,0,0,0,547
True,0.9,0.97,False,0,0,6,541
True,0.9,0.98,True,0,0,0,547
True,0.9,0.98,False,0,0,1,546
True,0.9,0.99,True,0,0,0,547
True,0.9,0.99,False,0,0,0,547
True,0.9,1.0,True,0,0,0,547
True,0.9,1.0,False,0,0,0,547
True,1.0,0.0,True,1305,10440,251406,35
True,1.0,0.0,False,1454,11632,453474,33
True,1.0,0.01,True,527,4287,78628,112
True,1.0,0.01,False,632,5119,178714,106
True,1.0,0.02,True,402,2976,45598,179
True,1.0,0.02,False,500,3672,123494,174
True,1.0,0.03,True,333,2359,29217,235
True,1.0,0.03,False,423,2965,93383,229
True,1.0,0.04,True,295,1996,19912,269
True,1.0,0.04,False,378,2542,74320,265
True,1.0,0.05,True,263,1733,14383,296
True,1.0,0.05,False,344,2247,61419,291
True,1.0,0.06,True,235,1521,10703,311
True,1.0,0.06,False,311,2009,51925,304
True,1.0,0.07,True,209,1348,8176,322
True,1.0,0.07,False,283,1801,44684,314
True,1.0,0.08,True,184,1204,6425,329
True,1.0,0.08,False,256,1626,39002,321
True,1.0,0.09,True,167,1092,5123,339
True,1.0,0.09,False,233,1478,34449,331
True,1.0,0.1,True,154,986,4067,351
True,1.0,0.1,False,220,1350,30581,340
True,1.0,0.11,True,146,894,3279,369
True,1.0,0.11,False,210,1236,27293,355
True,1.0,0.12,True,137,831,2705,374
True,1.0,0.12,False,198,1150,24553,359
True,1.0,0.13,True,129,761,2267,387
True,1.0,0.13,False,188,1059,22121,372
True,1.0,0.14,True,123,687,1901,396
True,1.0,0.14,False,178,978,20064,380
True,1.0,0.15,True,112,629,1613,404
True,1.0,0.15,False,165,901,18269,383
True,1.0,0.16,True,106,591,1394,409
True,1.0,0.16,False,156,845,16716,387
True,1.0,0.17,True,98,544,1178,413
True,1.0,0.17,False,146,785,15262,389
True,1.0,0.18,True,93,495,989,416
True,1.0,0.18,False,140,725,13906,392
True,1.0,0.19,True,90,462,851,417
